LCLid,READING_DATE,00:00:00,00:30:00,01:00:00,01:30:00,02:00:00,02:30:00,03:00:00,03:30:00,04:00:00,04:30:00,05:00:00,05:30:00,06:00:00,06:30:00,07:00:00,07:30:00,08:00:00,08:30:00,09:00:00,09:30:00,10:00:00,10:30:00,11:00:00,11:30:00,12:00:00,12:30:00,13:00:00,13:30:00,14:00:00,14:30:00,15:00:00,15:30:00,16:00:00,16:30:00,17:00:00,17:30:00,18:00:00,18:30:00,19:00:00,19:30:00,20:00:00,20:30:00,21:00:00,21:30:00,22:00:00,22:30:00,23:00:00,23:30:00,ANNUAL_CONSUMPTION,Daily Consumption
MAC000005,2013-05-17,0.028,0.028,0.03,0.032,0.03,0.029,0.032,0.035,0.029,0.031,0.029,0.03,0.033,0.456,0.033,0.169,0.028,0.126,0.031,0.03,0.03,0.029,0.104,0.029,0.03,0.03,0.033,0.036,0.031,0.033,0.098,0.126,0.029,0.03,0.138,0.177,0.23,0.096,0.091,0.128,0.158,0.201,0.437,0.148,0.124,0.094,0.033,0.03,1.6524261953557688,4.022
MAC000005,2013-05-18,0.029,0.029,0.029,0.03,0.029,0.028,0.032,0.034,0.031,0.031,0.031,0.031,0.033,0.334,0.107,0.123,0.048,0.036,0.038,0.033,0.03,0.029,0.029,0.027,0.028,0.029,0.033,0.031,0.032,0.031,0.03,0.032,0.03,0.026,0.027,0.027,0.026,0.028,0.03,0.03,0.038,0.049,0.05,0.053,0.041,0.03,0.029,0.03,1.6524261953557688,2.0209999999999995
MAC000005,2013-05-19,0.028,0.029,0.03,0.027,0.028,0.027,0.027,0.028,0.027,0.029,0.029,0.028,0.029,0.029,0.029,0.028,0.029,0.029,0.028,0.028,0.029,0.028,0.029,0.029,0.029,0.029,0.029,0.03,0.03,0.03,0.03,0.03,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.028,0.036,0.047,0.05,0.049,0.041,0.028,0.029,0.029,1.6524261953557688,1.458
MAC000005,2013-05-20,0.029,0.029,0.029,0.029,0.029,0.031,0.028,0.031,0.029,0.03,0.031,0.028,0.03,0.03,0.028,0.029,0.029,0.029,0.03,0.029,0.031,0.031,0.03,0.029,0.028,0.028,0.027,0.029,0.028,0.031,0.028,0.027,0.029,0.031,0.027,0.029,0.027,0.028,0.027,0.028,0.039,0.047,0.051,0.048,0.041,0.03,0.032,0.031,1.6524261953557688,1.479
MAC000005,2013-05-21,0.03,0.03,0.028,0.028,0.028,0.027,0.03,0.027,0.027,0.028,0.031,0.031,0.031,0.03,0.031,0.031,0.029,0.027,0.028,0.028,0.03,0.029,0.027,0.028,0.027,0.028,0.031,0.031,0.032,0.032,0.029,0.032,0.028,0.026,0.03,0.026,0.03,0.029,0.027,0.027,0.037,0.05,0.049,0.05,0.04,0.03,0.03,0.029,1.6524261953557688,1.4740000000000004
MAC000005,2013-05-22,0.03,0.031,0.029,0.031,0.031,0.03,0.028,0.029,0.031,0.029,0.028,0.031,0.027,0.027,0.03,0.028,0.028,0.03,0.029,0.029,0.028,0.028,0.029,0.028,0.029,0.027,0.027,0.028,0.03,0.028,0.03,0.028,0.027,0.028,0.027,0.03,0.027,0.142,0.152,0.468,0.042,0.067,0.166,0.231,0.106,0.046,0.028,0.031,1.6524261953557688,2.544
MAC000005,2013-05-23,0.028,0.032,0.028,0.063,0.083,0.079,0.081,0.08,0.081,0.079,0.079,0.082,0.083,0.083,0.063,0.147,0.054,0.034,0.068,0.097,0.066,0.034,0.033,0.443,0.138,0.07,0.032,0.031,0.032,0.032,0.137,0.032,0.031,0.033,0.039,0.76,0.18,0.062,0.046,0.036,0.123,0.15,0.324,0.144,0.149,0.265,0.079,0.028,1.6524261953557688,4.952999999999999
MAC000005,2013-05-24,0.03,0.03,0.03,0.03,0.031,0.03,0.029,0.029,0.028,0.028,0.028,0.031,0.031,0.03,0.03,0.17,0.03,0.146,0.033,0.032,0.028,0.029,0.03,0.029,0.03,0.03,0.029,0.03,0.03,0.033,0.031,0.604,0.429,0.24,0.198,0.15,0.034,0.031,0.031,0.495,0.502,0.283,0.28,0.221,0.169,0.109,0.132,0.053,1.6524261953557688,5.146
MAC000005,2013-05-25,0.033,0.032,0.03,0.032,0.031,0.032,0.031,0.031,0.031,0.031,0.03,0.032,0.71,0.504,0.484,0.35,0.036,0.03,0.029,0.03,0.171,0.282,0.611,1.75,0.331,0.161,0.114,0.038,0.034,0.033,0.032,0.102,0.036,0.102,0.048,0.039,0.05,0.187,0.062,0.068,0.062,0.197,0.137,0.111,0.142,0.043,0.028,0.028,1.6524261953557688,7.547999999999999
MAC000005,2013-05-26,0.027,0.03,0.034,0.034,0.032,0.032,0.033,0.026,0.027,0.027,0.03,0.034,0.033,0.032,0.033,0.034,0.382,0.036,0.075,0.029,0.027,0.028,0.027,0.028,0.031,0.032,0.032,0.032,0.032,0.106,0.092,0.125,0.027,0.028,0.036,0.036,0.165,0.062,0.095,0.103,0.075,0.072,0.188,0.267,0.112,0.121,0.081,0.033,1.6524261953557688,3.113000000000001
MAC000005,2013-05-27,0.033,0.033,0.031,0.03,0.03,0.033,0.028,0.028,0.029,0.031,0.031,0.032,0.034,0.033,0.033,0.389,0.038,0.032,0.298,0.189,0.032,0.133,0.033,0.03,0.029,0.029,0.17,0.229,0.158,0.079,0.034,0.034,0.033,0.385,0.04,0.066,0.038,0.173,0.066,0.066,0.071,0.088,0.237,0.13,0.114,0.083,0.08,0.077,1.6524261953557688,4.151999999999999
MAC000005,2013-05-28,0.034,0.033,0.034,0.033,0.038,0.033,0.03,0.03,0.029,0.029,0.029,0.03,0.035,0.035,0.033,0.19,0.044,0.032,0.033,0.031,0.03,0.031,0.033,0.035,0.168,0.046,0.068,0.03,0.088,0.03,0.116,0.037,0.037,0.055,0.511,0.582,0.077,0.149,0.044,0.055,0.073,0.099,0.314,0.112,0.15,0.093,0.049,0.033,1.6524261953557688,3.960000000000001
MAC000005,2013-05-29,0.032,0.032,0.032,0.032,0.033,0.037,0.035,0.032,0.029,0.029,0.029,0.061,0.509,0.035,0.173,0.037,0.036,0.027,0.026,0.028,0.032,0.031,0.032,0.042,0.031,0.026,0.11,0.033,0.153,0.036,0.033,0.311,0.353,0.427,0.178,0.096,0.097,0.1,0.07,0.07,0.064,0.102,0.266,0.096,0.138,0.095,0.086,0.034,1.6524261953557688,4.425999999999999
MAC000005,2013-05-30,0.031,0.032,0.031,0.031,0.032,0.028,0.028,0.027,0.028,0.027,0.031,0.033,0.035,0.035,0.29,0.094,0.033,0.135,0.029,0.03,0.097,0.033,0.033,0.033,0.033,0.1,0.03,0.026,0.028,0.032,0.033,0.033,0.031,0.143,0.468,0.059,0.165,0.067,0.056,0.072,0.072,0.072,0.275,0.113,0.103,0.027,0.033,0.033,1.6524261953557688,3.3400000000000003
MAC000005,2013-05-31,0.032,0.032,0.033,0.032,0.029,0.026,0.026,0.03,0.037,0.035,0.032,0.035,0.03,0.028,0.026,0.032,0.183,0.038,0.039,0.034,0.083,0.026,0.033,0.09,0.111,0.069,0.027,0.033,0.036,0.036,0.035,0.033,0.028,0.027,0.107,0.678,0.243,0.195,0.037,0.031,0.048,0.048,0.211,0.158,0.159,0.098,0.031,0.028,1.6524261953557688,3.5279999999999996
MAC000005,2013-06-01,0.033,0.038,0.035,0.036,0.026,0.026,0.034,0.035,0.036,0.034,0.032,0.028,0.029,0.048,0.175,0.128,0.028,0.147,0.038,0.034,0.036,0.035,0.033,0.027,0.028,0.027,0.032,0.035,0.034,0.034,0.034,0.03,0.028,0.029,0.03,0.034,0.033,0.035,0.034,0.041,0.064,0.176,0.172,0.077,0.062,0.057,0.044,0.026,1.6524261953557688,2.346999999999999
MAC000005,2013-06-02,0.033,0.033,0.032,0.032,0.028,0.024,0.025,0.032,0.032,0.033,0.036,0.034,0.031,0.027,0.356,0.069,0.04,0.034,0.03,0.026,0.138,0.032,0.036,0.096,0.029,0.115,0.037,0.036,0.037,1.0650001,0.103,0.045,0.04,0.036,0.039,0.038,0.03,0.028,0.028,0.034,0.036,0.057,0.297,0.103,0.133,0.104,0.05,0.037,1.6524261953557688,3.8460001
MAC000005,2013-06-03,0.035,0.037,0.036,0.035,0.031,0.03,0.03,0.03,0.034,0.035,0.036,0.036,0.038,0.037,0.037,0.172,0.12,0.391,0.054,0.105,0.037,0.036,0.081,0.092,0.034,0.106,0.038,0.037,0.036,0.037,0.034,0.031,0.03,0.075,0.259,0.217,0.157,0.098,0.069,0.053,0.077,0.101,0.116,0.297,0.091,0.104,0.034,0.036,1.6524261953557688,3.7720000000000002
MAC000005,2013-06-04,0.034,0.034,0.033,0.035,0.034,0.033,0.03,0.03,0.03,0.03,0.029,0.031,0.037,0.035,0.183,0.037,0.036,0.029,0.028,0.03,0.032,0.035,0.045,0.145,0.035,0.104,0.031,0.031,0.032,0.035,0.035,0.035,0.035,0.034,0.417,0.585,0.171,0.069,0.071,0.041,0.073,0.076,0.242,0.23,0.149,0.099,0.031,0.031,1.6524261953557688,3.7470000000000003
MAC000005,2013-06-05,0.03,0.031,0.034,0.035,0.034,0.035,0.034,0.034,0.034,0.035,0.031,0.032,0.032,0.031,0.176,0.043,0.036,0.036,0.032,0.032,0.031,0.032,0.031,0.033,0.035,0.037,0.092,0.151,0.037,0.086,0.032,0.031,0.032,0.065,0.262,0.18,0.065,0.05,0.044,0.069,0.07,0.081,0.248,0.099,0.102,0.134,0.13,0.043,1.6524261953557688,3.1189999999999998
MAC000005,2013-06-06,0.037,0.035,0.034,0.032,0.031,0.03,0.031,0.035,0.035,0.034,0.035,0.037,0.037,0.032,0.168,0.035,0.038,0.035,0.036,0.183,0.131,0.035,0.032,0.035,0.166,0.05,0.04,0.121,0.077,0.131,0.168,0.072,0.039,0.041,0.039,0.133,0.486,0.096,0.151,0.036,0.04,0.093,0.162,0.146,0.315,0.111,0.106,0.036,1.6524261953557688,4.058
MAC000005,2013-06-07,0.038,0.038,0.036,0.037,0.036,0.031,0.035,0.031,0.031,0.033,0.036,0.038,0.038,0.038,0.187,0.097,0.03,0.03,0.035,0.038,0.036,0.037,0.034,0.033,0.146,0.038,0.039,0.038,0.124,0.063,0.032,0.036,0.036,0.037,0.476,0.431,0.195,0.035,0.03,0.038,0.038,0.038,0.052,0.166,0.205,0.093,0.107,0.039,1.6524261953557688,3.585
MAC000005,2013-06-08,0.033,0.031,0.032,0.035,0.038,0.039,0.037,0.035,0.029,0.029,0.03,0.038,0.039,0.037,0.035,0.178,0.037,0.031,0.136,0.033,0.03,0.035,0.045,0.041,0.093,0.031,0.03,0.039,0.037,0.039,0.037,0.029,0.03,0.062,0.034,0.032,0.035,0.183,0.044,0.036,0.072,0.12,0.237,0.108,0.146,0.048,0.031,0.032,1.6524261953557688,2.668
MAC000005,2013-06-09,0.031,0.032,0.041,0.037,0.037,0.036,0.036,0.032,0.03,0.03,0.03,0.032,0.038,0.037,0.36,0.073,0.037,0.123,0.034,0.029,0.033,0.035,0.034,0.035,0.034,0.035,0.032,0.03,0.029,0.03,0.029,0.034,0.034,0.033,0.036,0.154,0.096,0.03,0.029,0.029,0.036,0.068,0.248,0.093,0.1,0.133,0.058,0.031,1.6524261953557688,2.7329999999999997
MAC000005,2013-06-10,0.032,0.034,0.034,0.039,0.034,0.033,0.034,0.033,0.033,0.029,0.029,0.03,0.031,0.033,0.038,0.173,0.034,0.125,0.032,0.031,0.491,0.837,0.105,0.07,0.174,0.037,0.043,0.103,0.129,0.064,0.031,0.031,0.033,0.035,0.076,0.065,0.201,0.187,0.062,0.035,0.041,0.085,0.271,0.112,0.131,0.062,0.033,0.034,1.6524261953557688,4.469000000000001
MAC000005,2013-06-11,0.034,0.034,0.033,0.036,0.03,0.03,0.03,0.03,0.03,0.029,0.034,0.034,0.034,0.034,0.168,0.058,0.209,0.033,0.033,0.033,0.03,0.039,0.542,0.088,0.231,0.189,0.121,0.034,0.034,0.032,0.031,0.031,0.031,0.042,0.095,0.218,0.542,0.186,0.033,0.038,0.075,0.174,0.116,0.303,0.13,0.093,0.092,0.093,1.6524261953557688,4.649
MAC000005,2013-06-12,0.037,0.036,0.035,0.035,0.036,0.03,0.034,0.031,0.03,0.033,0.036,0.036,0.037,0.036,0.14,0.109,0.056,0.03,0.03,0.165,0.038,0.038,0.035,0.03,0.03,0.031,0.168,0.046,0.038,0.115,0.03,0.032,0.038,0.037,0.097,0.57,0.306,0.124,0.11,0.103,0.158,0.181,0.139,0.386,0.194,0.223,0.158,0.056,1.6524261953557688,4.523000000000001
MAC000005,2013-06-13,0.033,0.034,0.033,0.034,0.038,0.033,0.033,0.033,0.034,0.033,0.035,0.35,0.045,0.043,0.193,0.052,0.044,0.161,0.036,0.035,0.039,0.037,0.038,0.035,0.036,0.036,0.035,0.035,0.034,0.033,0.033,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.041,0.052,0.053,0.032,0.033,0.032,0.033,1.6524261953557688,2.319
MAC000005,2013-06-14,0.032,0.033,0.033,0.033,0.034,0.031,0.032,0.031,0.031,0.031,0.031,0.031,0.032,0.031,0.032,0.031,0.031,0.032,0.031,0.031,0.031,0.031,0.032,0.029,0.032,0.032,0.033,0.034,0.033,0.033,0.032,0.031,0.031,0.03,0.03,0.031,0.029,0.03,0.03,0.031,0.031,0.04,0.051,0.053,0.033,0.032,0.032,0.032,1.6524261953557688,1.5630000000000002
MAC000005,2013-06-15,0.033,0.033,0.032,0.033,0.029,0.03,0.031,0.032,0.031,0.029,0.03,0.034,0.034,0.034,0.034,0.03,0.029,0.03,0.029,0.03,0.03,0.032,0.035,0.033,0.033,0.03,0.029,0.03,0.031,0.032,0.029,0.032,0.035,0.035,0.03,0.03,0.03,0.03,0.029,0.031,0.031,0.043,0.054,0.055,0.035,0.032,0.028,0.029,1.6524261953557688,1.56
MAC000005,2013-06-16,0.03,0.029,0.033,0.034,0.035,0.033,0.029,0.029,0.029,0.031,0.03,0.032,0.034,0.034,0.034,0.029,0.028,0.029,0.029,0.034,0.035,0.034,0.027,0.03,0.028,0.029,0.035,0.035,0.034,0.031,0.029,0.03,0.03,0.03,0.033,0.035,0.034,0.032,0.029,0.028,0.029,0.041,0.055,0.055,0.03,0.027,0.029,0.033,1.6524261953557688,1.552
MAC000005,2013-06-17,0.037,0.033,0.029,0.028,0.028,0.036,0.035,0.031,0.029,0.028,0.029,0.036,0.037,0.028,0.028,0.028,0.031,0.036,0.033,0.029,0.028,0.029,0.034,0.036,0.034,0.029,0.03,0.029,0.032,0.037,0.035,0.03,0.029,0.028,0.03,0.037,0.034,0.028,0.029,0.028,0.035,0.046,0.05,0.049,0.03,0.03,0.035,0.036,1.6524261953557688,1.5660000000000003
MAC000005,2013-06-18,0.033,0.03,0.028,0.029,0.033,0.037,0.032,0.029,0.029,0.034,0.036,0.033,0.029,0.029,0.029,0.037,0.037,0.028,0.029,0.029,0.035,0.037,0.033,0.029,0.029,0.03,0.036,0.037,0.03,0.029,0.029,0.033,0.036,0.035,0.029,0.029,0.03,0.031,0.036,0.036,0.028,0.038,0.049,0.057,0.037,0.029,0.029,0.028,1.6524261953557688,1.574
MAC000005,2013-06-19,0.038,0.036,0.03,0.029,0.029,0.036,0.038,0.033,0.029,0.03,0.03,0.035,0.036,0.035,0.03,0.031,0.03,0.031,0.035,0.038,0.036,0.031,0.031,0.03,0.032,0.031,0.037,0.037,0.03,0.029,0.032,0.038,0.036,0.029,0.029,0.034,0.039,0.03,0.03,0.028,0.037,0.047,0.05,0.052,0.029,0.037,0.038,0.034,1.6524261953557688,1.6320000000000003
MAC000005,2013-06-20,0.03,0.03,0.031,0.036,0.038,0.037,0.033,0.033,0.03,0.032,0.031,0.037,0.036,0.037,0.036,0.031,0.031,0.029,0.037,0.038,0.033,0.03,0.03,0.039,0.038,0.03,0.031,0.033,0.039,0.037,0.03,0.03,0.034,0.039,0.035,0.03,0.03,0.035,0.038,0.033,0.029,0.04,0.06,0.059,0.032,0.031,0.03,0.036,1.6524261953557688,1.6640000000000001
MAC000005,2013-06-21,0.039,0.035,0.031,0.031,0.032,0.035,0.038,0.038,0.032,0.031,0.03,0.033,0.037,0.037,0.033,0.031,0.03,0.031,0.038,0.037,0.033,0.031,0.03,0.031,0.038,0.037,0.037,0.031,0.031,0.031,0.032,0.037,0.037,0.036,0.03,0.03,0.032,0.039,0.035,0.031,0.03,0.04,0.055,0.057,0.036,0.03,0.03,0.031,1.6524261953557688,1.6570000000000003
MAC000005,2013-06-22,0.037,0.038,0.035,0.031,0.03,0.031,0.038,0.038,0.032,0.031,0.029,0.036,0.038,0.032,0.03,0.03,0.035,0.038,0.034,0.03,0.03,0.03,0.037,0.037,0.036,0.031,0.029,0.03,0.036,0.037,0.036,0.031,0.03,0.03,0.139,0.049,0.189,0.049,0.051,0.049,0.078,0.115,0.126,0.363,0.133,0.15,0.043,0.034,1.6524261953557688,2.701
MAC000005,2013-06-23,0.034,0.033,0.036,0.033,0.036,0.042,0.034,0.034,0.033,0.034,0.033,0.035,0.035,0.034,0.034,0.034,0.313,0.086,0.06,0.107,0.033,0.034,0.033,0.033,0.032,0.033,0.033,0.053,0.115,0.114,0.032,0.033,0.031,0.035,0.154,0.099,0.067,0.067,0.064,0.171,0.09,0.074,0.072,0.231,0.08,0.127,0.093,0.033,1.6524261953557688,3.1859999999999995
MAC000005,2013-06-24,0.031,0.03,0.033,0.033,0.038,0.032,0.033,0.033,0.032,0.033,0.033,0.033,0.035,0.034,0.033,0.201,0.08,0.076,0.032,0.032,0.032,0.034,0.034,0.048,0.111,0.116,0.067,0.033,0.03,0.032,0.031,0.031,0.033,0.033,0.257,0.283,0.452,0.19,0.07,0.07,0.073,0.075,0.085,0.402,0.108,0.133,0.046,0.032,1.6524261953557688,3.8579999999999997
MAC000005,2013-06-25,0.033,0.033,0.032,0.033,0.031,0.032,0.037,0.032,0.032,0.031,0.032,0.034,0.034,0.035,0.175,0.04,0.035,0.034,0.035,0.033,0.031,0.033,0.032,0.032,0.033,0.034,0.034,0.034,0.033,0.034,0.034,0.033,0.032,0.031,0.034,0.033,0.031,0.031,0.158,0.07,0.036,0.07,0.164,0.338,0.132,0.045,0.034,0.034,1.6524261953557688,2.4829999999999997
MAC000005,2013-06-26,0.033,0.033,0.033,0.034,0.033,0.033,0.033,0.033,0.033,0.033,0.034,0.035,0.035,0.034,0.158,0.037,0.11,0.033,0.034,0.032,0.033,0.034,0.033,0.034,0.032,0.11,0.032,0.032,0.136,0.033,0.071,0.035,0.152,0.7,0.14,0.066,0.078,0.048,0.043,0.041,0.041,0.071,0.411,0.204,0.1,0.075,0.048,0.036,1.6524261953557688,3.742000000000001
MAC000005,2013-06-27,0.03,0.031,0.031,0.038,0.038,0.041,0.037,0.035,0.031,0.03,0.029,0.033,0.038,0.037,0.167,0.068,0.044,0.032,0.03,0.031,0.039,0.04,0.166,0.03,0.031,0.085,0.038,0.037,0.037,0.038,0.036,0.031,0.033,0.041,0.24,0.334,0.071,0.077,0.058,0.07,0.072,0.098,0.216,0.2,0.123,0.104,0.033,0.039,1.6524261953557688,3.268
MAC000005,2013-06-28,0.038,0.039,0.032,0.029,0.03,0.036,0.038,0.037,0.037,0.03,0.029,0.031,0.04,0.04,0.195,0.128,0.03,0.033,0.04,0.038,0.039,0.031,0.395,0.124,0.109,0.049,0.04,0.032,0.03,0.03,0.038,0.115,0.039,0.029,0.031,0.089,0.652,0.146,0.188,0.069,0.059,0.074,0.12,0.293,0.094,0.137,0.047,0.039,1.6524261953557688,4.088
MAC000005,2013-06-29,0.033,0.031,0.03,0.039,0.039,0.039,0.04,0.031,0.03,0.032,0.04,0.041,0.042,0.038,0.15,0.07,0.04,0.097,0.037,0.115,0.06,0.085,0.031,0.182,0.628,0.172,0.034,0.057,0.042,0.04,0.032,0.031,0.031,0.038,0.124,0.041,0.063,0.158,0.032,0.037,0.305,0.825,0.224,0.212,0.209,0.119,0.05,0.041,1.6524261953557688,4.917
MAC000005,2013-06-30,0.049,0.032,0.029,0.05,0.045,0.029,0.033,0.048,0.038,0.027,0.043,0.049,0.032,0.902,0.327,0.043,0.03,0.158,0.054,0.035,0.032,0.034,0.044,0.043,0.034,0.031,0.031,0.041,0.042,0.039,0.03,0.029,0.04,0.042,0.041,0.032,0.03,0.041,0.158,0.077,0.037,0.216,0.107,0.153,0.101,0.114,0.031,0.03,1.6524261953557688,3.732999999999999
MAC000005,2013-07-01,0.045,0.045,0.034,0.033,0.041,0.045,0.036,0.029,0.035,0.042,0.043,0.035,0.032,0.035,0.043,0.076,0.15,0.035,0.047,0.146,0.045,0.373,0.069,0.1,0.036,0.094,0.072,0.399,0.374,0.127,0.099,0.032,0.041,0.05,0.095,0.291,0.395,0.19,0.06,0.042,0.052,0.071,0.267,0.129,0.128,0.07,0.092,0.031,1.6524261953557688,4.850999999999999
MAC000005,2013-07-02,0.042,0.045,0.036,0.03,0.033,0.043,0.043,0.032,0.029,0.036,0.045,0.043,0.032,0.03,0.042,0.169,0.054,0.044,0.147,0.033,0.032,0.045,0.044,0.032,0.031,0.039,0.044,0.041,0.03,0.031,0.04,0.043,0.039,0.031,0.032,0.039,0.041,0.041,0.031,0.029,0.033,0.096,0.297,0.148,0.157,0.127,0.032,0.037,1.6524261953557688,2.669999999999999
